编号,性质,标题,受理单位,作者,时间,状态,评论/点击
[83199],[诉求],为何这么久都没有个回复,书记信箱,夜星,2019-12-11,已回复,0/192
[83194],[咨询],关于粮富花园入住问题,书记信箱,zz0526,2019-12-11,已回复,1/198
[83180],[举报],南方电网一次收取高额电费？,书记信箱,mybears,2019-12-11,已回复,0/654
[83169],[其它],关于酒店被塞涉黄名片的再提问,书记信箱,ggmox,2019-12-10,已回复,0/858
[83166],[咨询],评选贫困户是几多分,书记信箱,钟绍基,2019-12-10,已回复,0/466
[83165],[其它],谁泄露了孩子和家长的信息和联系方式！！！,书记信箱,鱼鱼鱼,2019-12-10,已回复,0/650
[83159],[举报],举报道路交通违法行为,书记信箱,摩行骑者,2019-12-10,已回复,0/647
[83153],[诉求],交通阻塞严重,书记信箱,546613196,2019-12-10,已回复,2/562
[83151],[诉求],午托扰民,书记信箱,问政用户特别版,2019-12-10,已回复,0/457
[83146],[建议],强烈要求2019年12月底前开通环城高速夏郢落地互通,书记信箱,cfblxm,2019-12-10,已回复,0/757
[83144],[咨询],贫困户是怎么样评选出来的,书记信箱,钟绍基,2019-12-10,已回复,0/913
[83140],[诉求],问政难难难，82318，82308问政迟迟无回复,书记信箱,蚂蚁的呐喊,2019-12-09,已回复,0/772
[83124],[诉求],苍梧建筑工程公司聚福花园项目部包工头恶意欠薪,书记信箱,nong2019,2019-12-09,已回复,0/486
[83121],[建议],公交车站台为何不人性化,书记信箱,asao2008,2019-12-09,已回复,1/538
[83116],[诉求],环卫,书记信箱,只想笑,2019-12-09,已回复,0/356
[83111],[诉求],望书记为民做主！！,书记信箱,你算个鸟,2019-12-08,已回复,0/711
[83072],[举报],疑似违章建筑,书记信箱,好好打,2019-12-08,已回复,1/301
[83048],[举报],别墅区小车违规占道,书记信箱,奔跑狗,2019-12-07,已回复,0/221
[83043],[举报],举报道路交通违法行为,书记信箱,摩行骑者,2019-12-06,已回复,0/1469
[83039],[举报],问政平台是个有作为的平台吗？,书记信箱,忘情人,2019-12-06,已回复,0/1417
[83027],[举报],汊河桥道路安全,书记信箱,mykfh,2019-12-06,已回复,0/248
[83007],[建议],就创城之际建立补偿机制的建议,书记信箱,老啄木鸟,2019-12-05,已回复,0/1062
[83006],[建议],梧州南岸长达八公里道路为什么不装路灯？,书记信箱,阳洋扬,2019-12-05,已回复,0/972
[83002],[举报],为什么南方电网随意更换电表，随意扣取老百姓的血汗钱！,书记信箱,我要翻香港,2019-12-05,已回复,0/1633
[82996],[诉求],世纪广场篮球场环境有待改善,书记信箱,柯南,2019-12-05,已回复,0/1228
[82957],[咨询],两广新城市场外围的流动摊贩！,书记信箱,幸福如此简单,2019-12-03,已回复,0/811
[82945],[举报],莲花桥北上游河边基建，规模在扩大，速度在提升！,书记信箱,木子606,2019-12-03,已回复,1/965
[82943],[建议],“白改黑”不光是要有速度，更应重质量,书记信箱,念念,2019-12-03,已回复,1/1353
[82894],[诉求],岭脚镇到麒麟村部分道路未硬化问题,书记信箱,椰风26,2019-12-01,已回复,0/677
[82876],[诉求],一个残疾人的诉求,书记信箱,麦梓,2019-12-01,已回复,0/581
[82870],[诉求],梧州加州旅馆路段车辆摆放问题,书记信箱,ABC892833,2019-11-30,已回复,0/490
[82869],[诉求],关于政府对事业单位聘用人员解聘是否能解聘孕期女性职工,书记信箱,妇女之友,2019-11-30,已回复,2/1287
[82853],[举报],再再再次问政月桂小广场EncoreBar酒吧问题,书记信箱,了无,2019-11-30,已回复,0/301
[82848],[诉求],西门口宵夜档扰民,书记信箱,llssmm,2019-11-29,已回复,0/546
[82844],[诉求],大塘变电站的环境令人作呕,书记信箱,13877419959,2019-11-29,已回复,2/152
[82839],[举报],蒙山县源浩物业服务有限公司不具备物业管理资质,书记信箱,刘三123,2019-11-29,已回复,0/172
[82835],[举报],关于对网络问政编号82556答复避重就轻的投诉,书记信箱,王大锤,2019-11-29,已回复,2/1139
[82832],[诉求],关于龙山路顶宵夜档扰民,书记信箱,市民！加油,2019-11-29,已回复,1/939
[82829],[诉求],扬尘污染及空气污染的投诉信,书记信箱,三坡小民民,2019-11-29,已回复,0/811
[82820],[举报],富民小区居民与垃圾共住,书记信箱,银色的圆,2019-11-29,已回复,1/944
[82819],[咨询],编号：82318的11月16日问政至今未受理,书记信箱,蚂蚁的呐喊,2019-11-29,已回复,0/1235
[82793],[诉求],岑溪探花经常没水喝,书记信箱,岑溪探花没水,2019-11-28,已回复,0/258
[82792],[诉求],龙圩区龙湖西一二三路划停车线问题,书记信箱,小诺,2019-11-28,已回复,0/464
[82790],[建议],四城联创人人有责,书记信箱,四城联创宣传员,2019-11-28,已受理,0/707
[82789],[建议],学校周边太难看了,书记信箱,四城联创宣传员,2019-11-28,已回复,0/868
[82787],[其它],谢谢政府,书记信箱,万秀网友,2019-11-28,已回复,0/414
[82786],[举报],工厂二路1号桂福楼楼顶天台存在非法违建,书记信箱,23456gg,2019-11-28,已回复,0/472
[82773],[诉求],新兴一路沿街商铺棚改问题！,书记信箱,井底市民123,2019-11-27,已回复,0/341
[82770],[诉求],莲花山宝石加工园环境,建设,书记信箱,爱人民,2019-11-27,已回复
[82752],[诉求],关于阳光半岛办理不动产的证相关问题的追问,书记信箱,eugene0701,2019-11-27,已回复,0/578
[82750],[举报],商铺每晚凌晨装车卸货，噪音严重扰民,书记信箱,xing442709197,2019-11-27,已回复,1/545
[82731],[举报],梧州市万秀区莲花桥北上游水源保护区污染及基建问题,书记信箱,木子606,2019-11-26,已回复,1/644
[82719],[诉求],乡下按装的太阳能路灯是否要按人头收钱,书记信箱,苏永英,2019-11-25,已回复,0/1144
[82674],[咨询],网约车考试收费标准,书记信箱,gaj1234,2019-11-24,已回复,0/609
[82664],[诉求],关于流浪汉长期霸占居民大棚攻击打人问题的处理,书记信箱,钟天寿,2019-11-24,已回复,0/487
[82663],[诉求],烂成渣乡村道路何时能修？,书记信箱,本心黎柳玲,2019-11-24,已回复,1/448
[82661],[诉求],诚谏长坡小学的安全问题,书记信箱,教育的悲哀,2019-11-23,已受理,0/270
[82655],[咨询],新城市场外围！十二点后！一个字乱！,书记信箱,幸福如此简单,2019-11-23,已回复,0/642
[82638],[诉求],关于旺城首玺施工造成房屋爆裂的第5次申报,书记信箱,新兴村一组村民,2019-11-22,已回复,0/286
[82633],[诉求],请求棚改,书记信箱,张嘉声,2019-11-22,已回复,2/1015
[82624],[举报],请还小区业休息环境,书记信箱,湖畔业主,2019-11-22,已回复,0/1176
[82609],[举报],既然认定一代天城午托不合法，打算怎么处理措施,书记信箱,xu哥,2019-11-22,已回复,0/1016
[82589],[建议],建议梧州申请建设西江经济带示范区,书记信箱,wz流浪风中,2019-11-21,已回复,2/1066
[82586],[诉求],晚上宵夜档的噪音何时能消,书记信箱,正义联盟,2019-11-21,已回复,0/947
[82569],[建议],不插死柳肇铁路，不死心,书记信箱,西江黄金水道,2019-11-21,已回复,1/901
[82564],[诉求],回复是否有点任性~~四问旺城广场检测报告,书记信箱,wczy1,2019-11-21,已回复,0/752
[82561],[举报],城市提质工程项目野蛮施工，随意施工，无序施工,书记信箱,城市规划,2019-11-21,已回复,0/487
[82554],[诉求],关于龙圩区公租房粮富花园入住问题,书记信箱,zz0526,2019-11-21,已回复,1/2732
[82546],[咨询],平地到佛子矿道路,书记信箱,道路,2019-11-21,已回复,0/843
[82537],[咨询],私人屋将1楼做停车场拉线给电动车充电,书记信箱,小舞,2019-11-21,已回复,0/836
[82530],[诉求],关于编号81526的问政,书记信箱,深深的爱着你,2019-11-20,已回复,0/991
[82529],[咨询],医院没有药,书记信箱,药品加成,2019-11-20,已回复,0/562
[82524],[诉求],请政府落实,书记信箱,凤冲,2019-11-20,已回复,0/725
[82519],[举报],公安局网络发言人对问政82032不审题乱回答,书记信箱,小红署,2019-11-20,已回复,0/604
[82506],[举报],广西岑溪的经济为什么不能提高？,书记信箱,378458183,2019-11-19,已回复,0/59
[82499],[诉求],石人冲此处路口涉及重大安全隐患,请立即采取行动,书记信箱,小梁同学,2019-11-19,已回复,0/65
[82498],[举报],路灯问题,书记信箱,pan690238486,2019-11-19,已回复,0/29
[82496],[咨询],2019年梧州地区是否还有招聘事业单位的计划,书记信箱,wwwww1290,2019-11-19,已回复,0/612
[82495],[诉求],公共道路,书记信箱,aq88888,2019-11-19,已回复,0/38
[82485],[咨询],广平镇平地--佛子矿道路破烂,书记信箱,道路,2019-11-19,已回复,0/29
[82473],[举报],龙圩区山水汇景2号楼一单元301房违法建筑何时拆除！,书记信箱,huoyujian,2019-11-19,已回复,0/35
[82461],[诉求],孔任村书记强征土地修公路,很多村名表示很不满,书记信箱,李锦杨,2019-11-18,已受理
[82460],[举报],岑溪環保局……,书记信箱,鋸板的鄰居,2019-11-18,已受理,0/32
[82453],[举报],创城国检已开始小车违停堵塞消防通道何时才解决？,书记信箱,幸福里一期,2019-11-18,已回复,1/37
[82446],[诉求],贫困户的痛！,书记信箱,晨风,2019-11-18,已回复,3/1617
[82444],[诉求],问政81019一个多月未回复，整个梧州没部门管得了吗,书记信箱,等距离,2019-11-18,已回复,0/58
[82421],[咨询],土地问题,书记信箱,梁家柱2,2019-11-18,已回复,0/33
[82416],[建议],建议梧州逐步提升河堤滨江设施,书记信箱,西江战略,2019-11-17,已回复,0/1280
[82414],[建议],关于在红岭片区开展日常洒水建议,书记信箱,老啄木鸟,2019-11-17,已回复,0/360
[82400],[诉求],龙圩市场监督管理局和公积金中心不作为,书记信箱,15875774739,2019-11-17,已回复,0/65
[82358],[举报],中国第一杆,书记信箱,木昌,2019-11-16,已回复,0/509
[82318],[诉求],大塘办懒政恒祥豪苑的业主委员会近10年未成立,书记信箱,蚂蚁的呐喊,2019-11-16,已回复,0/2247
[82316],[诉求],埌南镇居民又没自来水用了,书记信箱,乡下人十八子,2019-11-16,已回复,0/118
[82308],[诉求],第四次举报恒祥豪苑中房物业聘无资质电梯公司做维保,书记信箱,蚂蚁的呐喊,2019-11-15,已回复,0/417
[82306],[诉求],丫塘山小区脏、乱、堵,书记信箱,陈桂,2019-11-15,已回复,0/42
[82305],[建议],梧州市区多条路段人行道车道线显示不清,书记信箱,ABC892833,2019-11-15,已回复,0/237
[82272],[诉求],81856问政怎么还不回复,书记信箱,飘烟,2019-11-15,已回复,0/904
[82271],[诉求],关于梧州发展的一些问题建议,书记信箱,561226,2019-11-15,已回复,6/1027
[82266],[建议],有关“车让人”的建议,书记信箱,唏嘘的装修佬,2019-11-14,已回复,2/837
[82234],[诉求],关于编号81461问政的补充提问,书记信箱,Ending,2019-11-14,已回复,0/872
[82231],[举报],晨生娱乐城噪音污染,书记信箱,18172500583,2019-11-13,已回复,0/540
[82228],[咨询],犬只噪音扰民处罚,书记信箱,梧州市民12345,2019-11-13,已回复,0/578
[82214],[举报],编号81297问政，2部门已读，却超20天未回复！！,书记信箱,LHD_1992,2019-11-13,已回复,0/3071
[82211],[诉求],多收住房维修基金，且不愿意退，官僚主义作风严重,书记信箱,liyong2019,2019-11-13,已回复,0/927
[82209],[建议],关于城市建设的建议,书记信箱,老啄木鸟,2019-11-13,已受理,0/709
[82205],[诉求],教师幸福感何在,书记信箱,diaowangxiu,2019-11-13,已回复,6/3030
[82198],[诉求],请问市住建局的初心何在，使命何在,书记信箱,梧州群众心声,2019-11-12,已回复,2/601
[82196],[诉求],交通运输局受理问政后为何迟迟未见回复？,书记信箱,頋北笙歌寒,2019-11-12,已回复,0/455
[82190],[举报],工商局足足一个星期了，什么答复也没有,书记信箱,1030405543,2019-11-12,已受理,0/296
[82188],[举报],公共道路改成了私有收费停车场,书记信箱,aq88888,2019-11-12,已回复,1/402
[82187],[举报],新地镇古令旁的思现小学附近，水田建房和商铺是合法吗？,书记信箱,美好明天1,2019-11-12,已回复,3/226
[82181],[诉求],精神病患长期无人理,书记信箱,qazedctgbujm,2019-11-12,已回复,1/963
[82178],[举报],对编号78604再投诉,书记信箱,李铬,2019-11-12,已回复,1/437
[82177],[诉求],富民2路19号经济适用房住了10年都没有房产证,书记信箱,250742,2019-11-12,已回复,1/499
[82176],[举报],不良商贩涉嫌虚假宣传，夸大药效，欺骗老年人！,书记信箱,差评,2019-11-12,已回复,0/946
[82175],[诉求],蝶山一路粤海水务公司对出电缆坑井盖边框松动,书记信箱,问政yaoyao123,2019-11-12,已回复,0/310
[82170],[其它],此路段是否属于三不管？,书记信箱,唏嘘的装修佬,2019-11-12,已回复,1/428
[82153],[举报],四城联创大背景下请整治油烟扰民,书记信箱,于成龙333,2019-11-11,已回复,0/536
[82152],[举报],龙园花园一层车库性质被改变,书记信箱,龙园,2019-11-11,已回复,1/404
[82151],[诉求],求还上三云路道路安全,书记信箱,龙园,2019-11-11,已回复,0/330
[82149],[诉求],潘塘公园全天候噪音污染,书记信箱,MOJIE,2019-11-11,已回复,1/317
[82148],[诉求],问政一个多月怎么没有部门出来处理呢？,书记信箱,何大懂,2019-11-11,已回复,1/798
[82140],[建议],医院改革,书记信箱,lhrlgc,2019-11-11,已回复,1/500
[82121],[举报],恳请市领导责令东方森源房产公司处理好停车场问题,书记信箱,6号楼业主,2019-11-11,已回复,0/335
[82120],[诉求],编号81583半个月还不处理，是什么态度,书记信箱,说散就散,2019-11-11,已回复,0/607
[82116],[诉求],海骏达幸福里二期急需处理问题,书记信箱,maxkill23,2019-11-11,已回复,0/586
[82113],[诉求],歌声扰民,书记信箱,乌溜溜,2019-11-10,已回复,0/264
[82105],[举报],民生,书记信箱,GTR,2019-11-10,已回复,0/144
[82086],[举报],廉租房收高额停车费贵过房租谁来管？,书记信箱,廉租房老百姓,2019-11-10,已回复,1/348
[82071],[建议],莲花桥新设围栏增危险,书记信箱,瓶瓶罐罐,2019-11-09,已回复,0/191
[82065],[举报],西江府凭什么目无法纪,书记信箱,需要好人,2019-11-09,已受理,0/316
[82056],[诉求],汇豪公馆的美联物业是不是乱收费,书记信箱,lima松,2019-11-09,已回复,0/230
[82046],[诉求],长洲区政府门口对出的红绿灯设置问题,书记信箱,开心马,2019-11-09,已回复,0/165
[82045],[建议],梧州南站几时才能完善规划,书记信箱,ABC892833,2019-11-09,已回复,0/430
[82041],[举报],富民二路烧烤店、棋牌室深夜噪音扰民,书记信箱,塔山的狼,2019-11-08,已回复,0/266
[82039],[诉求],藤县第一富吉校区晚上很臭,书记信箱,小炜,2019-11-08,已回复,0/227
[82036],[诉求],乡村道路硬化,书记信箱,吴涛,2019-11-08,已回复,1/188
[82035],[诉求],谁给予的权利？,书记信箱,lanfan00,2019-11-08,已回复,1/272
[82025],[举报],房子地址被他人冒用连开五家公司,书记信箱,董旭初,2019-11-08,已回复,1/1049
[82014],[诉求],大坡镇合垌村古蒙组什么时候可以有正常水泥路通行？,书记信箱,小小啄木鸟,2019-11-08,已回复,0/201
[82009],[诉求],施工噪音严重影响群众,城市提质不该这样搞,书记信箱,scarlett,2019-11-08,已回复
